Date,Category,Amount
2024-04-26,Entertainment,209.74
2024-04-26,shopping,179.79
2024-04-26,health & Medical,0.0
2024-04-26,Education,0.0
2024-04-27,food & Dining,327.65
2024-04-27,Travel & Transportation,49.21
2024-04-27,Bills & Utilities,490.17
2024-04-27,Entertainment,80.8
2024-04-27,shopping,0.0
2024-04-27,health & Medical,0.0
2024-04-27,Education,0.0
2024-04-28,food & Dining,250.88
2024-04-28,Travel & Transportation,93.26
2024-04-28,Bills & Utilities,555.01
2024-04-28,Entertainment,0.0
2024-04-28,shopping,0.0
2024-04-28,health & Medical,0.0
2024-04-28,Education,0.0
2024-04-29,food & Dining,296.24
2024-04-29,Travel & Transportation,103.76
2024-04-29,Bills & Utilities,457.06
2024-04-29,Entertainment,158.56
2024-04-29,shopping,243.46
2024-04-29,health & Medical,0.0
2024-04-29,Education,0.0
2024-04-30,food & Dining,237.81
2024-04-30,Travel & Transportation,79.21
2024-04-30,Bills & Utilities,428.16
2024-04-30,Entertainment,212.64
2024-04-30,shopping,0.0
2024-04-30,health & Medical,0.0
2024-04-30,Education,0.0
2024-05-01,food & Dining,238.11
2024-05-01,Travel & Transportation,119.01
2024-05-01,Bills & Utilities,541.38
2024-05-01,Entertainment,0.0
2024-05-01,shopping,189.61
2024-05-01,health & Medical,0.0
2024-05-01,Education,0.0
2024-05-02,food & Dining,295.59
2024-05-02,Travel & Transportation,177.39
2024-05-02,Bills & Utilities,419.63
2024-05-02,Entertainment,0.0
2024-05-02,shopping,278.11
2024-05-02,health & Medical,0.0
2024-05-02,Education,0.0
2024-05-03,food & Dining,273.29
2024-05-03,Travel & Transportation,88.63
2024-05-03,Bills & Utilities,479.64
2024-05-03,Entertainment,0.0
2024-05-03,shopping,0.0
2024-05-03,health & Medical,0.0
2024-05-03,Education,0.0
2024-05-04,food & Dining,311.69
2024-05-04,Travel & Transportation,53.32
2024-05-04,Bills & Utilities,533.09
2024-05-04,Entertainment,0.0
2024-05-04,shopping,106.19
2024-05-04,health & Medical,50.66
2024-05-04,Education,0.0
2024-05-05,food & Dining,397.33
2024-05-05,Travel & Transportation,78.85
2024-05-05,Bills & Utilities,494.42
2024-05-05,Entertainment,0.0
2024-05-05,shopping,206.08
2024-05-05,health & Medical,0.0
2024-05-05,Education,0.0
2024-05-06,food & Dining,263.22
2024-05-06,Travel & Transportation,137.08
2024-05-06,Bills & Utilities,609.13
2024-05-06,Entertainment,192.64
2024-05-06,shopping,0.0
2024-05-06,health & Medical,43.71
2024-05-06,Education,0.0
2024-05-07,food & Dining,339.0
2024-05-07,Travel & Transportation,169.58
2024-05-07,Bills & Utilities,539.33
2024-05-07,Entertainment,0.0
2024-05-07,shopping,175.27
2024-05-07,health & Medical,0.0
2024-05-07,Education,0.0
2024-05-08,food & Dining,260.7
2024-05-08,Travel & Transportation,60.06
2024-05-08,Bills & Utilities,316.38
2024-05-08,Entertainment,0.0
2024-05-08,shopping,0.0
2024-05-08,health & Medical,54.74
2024-05-08,Education,0.0
2024-05-09,food & Dining,299.92
2024-05-09,Travel & Transportation,102.45
2024-05-09,Bills & Utilities,490.11
2024-05-09,Entertainment,214.34
2024-05-09,shopping,176.78
2024-05-09,health & Medical,0.0
2024-05-09,Education,0.0
2024-05-10,food & Dining,326.83
2024-05-10,Travel & Transportation,73.05
2024-05-10,Bills & Utilities,502.82
2024-05-10,Entertainment,0.0
2024-05-10,shopping,181.99
2024-05-10,health & Medical,107.9
2024-05-10,Education,0.0
2024-05-11,food & Dining,284.99
2024-05-11,Travel & Transportation,100.31
2024-05-11,Bills & Utilities,368.82
2024-05-11,Entertainment,0.0
2024-05-11,shopping,0.0
2024-05-11,health & Medical,102.27
2024-05-11,Education,0.0
2024-05-12,food & Dining,303.22
2024-05-12,Travel & Transportation,40.74
2024-05-12,Bills & Utilities,406.07
2024-05-12,Entertainment,0.0
2024-05-12,shopping,243.21
2024-05-12,health & Medical,0.0
2024-05-12,Education,215.57
2024-05-13,food & Dining,296.87
2024-05-13,Travel & Transportation,104.46
2024-05-13,Bills & Utilities,466.29
2024-05-13,Entertainment,0.0
2024-05-13,shopping,0.0
2024-05-13,health & Medical,0.0
2024-05-13,Education,0.0
2024-05-14,food & Dining,347.48
2024-05-14,Travel & Transportation,55.45
2024-05-14,Bills & Utilities,244.61
2024-05-14,Entertainment,0.0
2024-05-14,shopping,0.0
2024-05-14,health & Medical,0.0
2024-05-14,Education,0.0
2024-05-15,food & Dining,284.17
2024-05-15,Travel & Transportation,82.7
2024-05-15,Bills & Utilities,240.9
2024-05-15,Entertainment,0.0
2024-05-15,shopping,0.0
2024-05-15,health & Medical,0.0
2024-05-15,Education,0.0
2024-05-16,food & Dining,359.83
2024-05-16,Travel & Transportation,95.24
2024-05-16,Bills & Utilities,497.27
2024-05-16,Entertainment,0.0
2024-05-16,shopping,0.0
2024-05-16,health & Medical,0.0
2024-05-16,Education,0.0
2024-05-17,food & Dining,186.18
2024-05-17,Travel & Transportation,79.93
2024-05-17,Bills & Utilities,603.99
2024-05-17,Entertainment,0.0
2024-05-17,shopping,346.08
2024-05-17,health & Medical,0.0
2024-05-17,Education,0.0
2024-05-18,food & Dining,365.09
2024-05-18,Travel & Transportation,146.85
2024-05-18,Bills & Utilities,503.2
2024-05-18,Entertainment,0.0
2024-05-18,shopping,207.09
2024-05-18,health & Medical,0.0
2024-05-18,Education,0.0
2024-05-19,food & Dining,277.26
2024-05-19,Travel & Transportation,59.59
2024-05-19,Bills & Utilities,402.84
2024-05-19,Entertainment,0.0
2024-05-19,shopping,0.0
2024-05-19,health & Medical,0.0
2024-05-19,Education,0.0
2024-05-20,food & Dining,349.8
2024-05-20,Travel & Transportation,77.3
2024-05-20,Bills & Utilities,357.82
2024-05-20,Entertainment,0.0
2024-05-20,shopping,222.49
2024-05-20,health & Medical,0.0
2024-05-20,Education,220.83
2024-05-21,food & Dining,301.93
2024-05-21,Travel & Transportation,80.69
2024-05-21,Bills & Utilities,592.78
2024-05-21,Entertainment,0.0
2024-05-21,shopping,221.49
2024-05-21,health & Medical,0.0
2024-05-21,Education,0.0
2024-05-22,food & Dining,247.76
2024-05-22,Travel & Transportation,41.01
2024-05-22,Bills & Utilities,705.62
2024-05-22,Entertainment,72.78
2024-05-22,shopping,0.0
2024-05-22,health & Medical,86.74
2024-05-22,Education,0.0
2024-05-23,food & Dining,345.65
2024-05-23,Travel & Transportation,94.99
2024-05-23,Bills & Utilities,528.26
2024-05-23,Entertainment,132.59
2024-05-23,shopping,328.59
2024-05-23,health & Medical,0.0
2024-05-23,Education,0.0
2024-05-24,food & Dining,319.98
2024-05-24,Travel & Transportation,80.46
2024-05-24,Bills & Utilities,447.14
2024-05-24,Entertainment,0.0
2024-05-24,shopping,0.0
2024-05-24,health & Medical,0.0
2024-05-24,Education,0.0
2024-05-25,food & Dining,303.92
2024-05-25,Travel & Transportation,122.6
2024-05-25,Bills & Utilities,538.12
2024-05-25,Entertainment,0.0
2024-05-25,shopping,0.0
2024-05-25,health & Medical,0.0
2024-05-25,Education,0.0
2024-05-26,food & Dining,383.5
2024-05-26,Travel & Transportation,111.84
2024-05-26,Bills & Utilities,380.41
2024-05-26,Entertainment,0.0
2024-05-26,shopping,0.0
2024-05-26,health & Medical,0.0
2024-05-26,Education,0.0
2024-05-27,food & Dining,244.68
2024-05-27,Travel & Transportation,121.67
2024-05-27,Bills & Utilities,462.72
2024-05-27,Entertainment,270.89
2024-05-27,shopping,0.0
2024-05-27,health & Medical,0.0
2024-05-27,Education,0.0
2024-05-28,food & Dining,223.72
2024-05-28,Travel & Transportation,137.88
2024-05-28,Bills & Utilities,444.81
2024-05-28,Entertainment,0.0
2024-05-28,shopping,0.0
2024-05-28,health & Medical,0.0
2024-05-28,Education,0.0
2024-05-29,food & Dining,347.82
2024-05-29,Travel & Transportation,123.35
2024-05-29,Bills & Utilities,444.88
2024-05-29,Entertainment,0.0
2024-05-29,shopping,0.0
2024-05-29,health & Medical,0.0
2024-05-29,Education,0.0
2024-05-30,food & Dining,242.92
2024-05-30,Travel & Transportation,94.19
2024-05-30,Bills & Utilities,428.32
2024-05-30,Entertainment,0.0
2024-05-30,shopping,238.4
2024-05-30,health & Medical,45.38
2024-05-30,Education,0.0
2024-05-31,food & Dining,328.84
2024-05-31,Travel & Transportation,136.63
2024-05-31,Bills & Utilities,558.21
2024-05-31,Entertainment,134.15
2024-05-31,shopping,0.0
2024-05-31,health & Medical,0.0
2024-05-31,Education,0.0
2024-06-01,food & Dining,307.04
2024-06-01,Travel & Transportation,46.95
2024-06-01,Bills & Utilities,532.32
2024-06-01,Entertainment,0.0
2024-06-01,shopping,282.64
2024-06-01,health & Medical,0.0
2024-06-01,Education,0.0
2024-06-02,food & Dining,369.52
2024-06-02,Travel & Transportation,99.17
2024-06-02,Bills & Utilities,677.23
2024-06-02,Entertainment,266.29
2024-06-02,shopping,0.0
2024-06-02,health & Medical,0.0
2024-06-02,Education,0.0
2024-06-03,food & Dining,294.99
2024-06-03,Travel & Transportation,93.89
2024-06-03,Bills & Utilities,412.2
2024-06-03,Entertainment,92.12
2024-06-03,shopping,132.78
2024-06-03,health & Medical,0.0
2024-06-03,Education,0.0
2024-06-04,food & Dining,299.3
2024-06-04,Travel & Transportation,27.27
2024-06-04,Bills & Utilities,588.4
2024-06-04,Entertainment,0.0
2024-06-04,shopping,177.49
2024-06-04,health & Medical,102.68
2024-06-04,Education,0.0
2024-06-05,food & Dining,221.87
2024-06-05,Travel & Transportation,84.13
2024-06-05,Bills & Utilities,579.43
2024-06-05,Entertainment,0.0
2024-06-05,shopping,93.35
2024-06-05,health & Medical,0.0
2024-06-05,Education,0.0
2024-06-06,food & Dining,284.24
2024-06-06,Travel & Transportation,77.96
2024-06-06,Bills & Utilities,418.97
2024-06-06,Entertainment,0.0
2024-06-06,shopping,0.0
2024-06-06,health & Medical,0.0
2024-06-06,Education,0.0
2024-06-07,food & Dining,258.62
2024-06-07,Travel & Transportation,102.58
2024-06-07,Bills & Utilities,392.79
2024-06-07,Entertainment,0.0
2024-06-07,shopping,0.0
2024-06-07,health & Medical,0.0
2024-06-07,Education,0.0
2024-06-08,food & Dining,303.69
2024-06-08,Travel & Transportation,94.51
2024-06-08,Bills & Utilities,637.49
2024-06-08,Entertainment,0.0
2024-06-08,shopping,0.0
2024-06-08,health & Medical,0.0
2024-06-08,Education,0.0
2024-06-09,food & Dining,285.41
2024-06-09,Travel & Transportation,53.1
2024-06-09,Bills & Utilities,588.31
2024-06-09,Entertainment,0.0
2024-06-09,shopping,122.12
2024-06-09,health & Medical,0.0
2024-06-09,Education,315.47
2024-06-10,food & Dining,271.59
2024-06-10,Travel & Transportation,103.4
2024-06-10,Bills & Utilities,356.17
2024-06-10,Entertainment,0.0
2024-06-10,shopping,146.55
2024-06-10,health & Medical,82.11
2024-06-10,Education,0.0
2024-06-11,food & Dining,324.24
2024-06-11,Travel & Transportation,74.61
2024-06-11,Bills & Utilities,435.65
2024-06-11,Entertainment,222.1
2024-06-11,shopping,178.76
2024-06-11,health & Medical,0.0
2024-06-11,Education,0.0
2024-06-12,food & Dining,274.21
2024-06-12,Travel & Transportation,71.35
2024-06-12,Bills & Utilities,542.36
2024-06-12,Entertainment,0.0
2024-06-12,shopping,114.6
2024-06-12,health & Medical,100.97
2024-06-12,Education,0.0
2024-06-13,food & Dining,246.88
2024-06-13,Travel & Transportation,112.85
2024-06-13,Bills & Utilities,481.29
2024-06-13,Entertainment,0.0
2024-06-13,shopping,0.0
2024-06-13,health & Medical,0.0
2024-06-13,Education,0.0
2024-06-14,food & Dining,329.82
2024-06-14,Travel & Transportation,105.05
2024-06-14,Bills & Utilities,631.76
2024-06-14,Entertainment,0.0
2024-06-14,shopping,291.19
2024-06-14,health & Medical,0.0
2024-06-14,Education,0.0
2024-06-15,food & Dining,250.03
2024-06-15,Travel & Transportation,84.86
2024-06-15,Bills & Utilities,584.06
2024-06-15,Entertainment,0.0
2024-06-15,shopping,0.0
2024-06-15,health & Medical,0.0
2024-06-15,Education,0.0
2024-06-16,food & Dining,362.85
2024-06-16,Travel & Transportation,129.95
2024-06-16,Bills & Utilities,456.84
2024-06-16,Entertainment,0.0
2024-06-16,shopping,0.0
2024-06-16,health & Medical,0.0
2024-06-16,Education,0.0
2024-06-17,food & Dining,314.16
2024-06-17,Travel & Transportation,92.23
2024-06-17,Bills & Utilities,558.67
2024-06-17,Entertainment,0.0
2024-06-17,shopping,0.0
2024-06-17,health & Medical,0.0
2024-06-17,Education,301.43
2024-06-18,food & Dining,234.16
2024-06-18,Travel & Transportation,110.52
2024-06-18,Bills & Utilities,548.92
2024-06-18,Entertainment,0.0
2024-06-18,shopping,288.78
2024-06-18,health & Medical,0.0
2024-06-18,Education,0.0
2024-06-19,food & Dining,355.35
2024-06-19,Travel & Transportation,96.39
2024-06-19,Bills & Utilities,282.73
2024-06-19,Entertainment,209.32
2024-06-19,shopping,0.0
2024-06-19,health & Medical,0.0
2024-06-19,Education,0.0
2024-06-20,food & Dining,321.08
2024-06-20,Travel & Transportation,115.39
2024-06-20,Bills & Utilities,474.05
2024-06-20,Entertainment,0.0
2024-06-20,shopping,249.23
2024-06-20,health & Medical,0.0
2024-06-20,Education,0.0
2024-06-21,food & Dining,318.36
2024-06-21,Travel & Transportation,155.15
2024-06-21,Bills & Utilities,477.65
2024-06-21,Entertainment,0.0
2024-06-21,shopping,0.0
2024-06-21,health & Medical,0.0
2024-06-21,Education,0.0
2024-06-22,food & Dining,256.8
2024-06-22,Travel & Transportation,128.51
2024-06-22,Bills & Utilities,671.06
2024-06-22,Entertainment,142.69
2024-06-22,shopping,0.0
2024-06-22,health & Medical,0.0
2024-06-22,Education,0.0
2024-06-23,food & Dining,253.63
2024-06-23,Travel & Transportation,107.15
2024-06-23,Bills & Utilities,597.52
2024-06-23,Entertainment,185.08
2024-06-23,shopping,0.0
2024-06-23,health & Medical,0.0
2024-06-23,Education,0.0
2024-06-24,food & Dining,282.4
2024-06-24,Travel & Transportation,95.88
2024-06-24,Bills & Utilities,595.29
2024-06-24,Entertainment,0.0
2024-06-24,shopping,305.19
2024-06-24,health & Medical,0.0
2024-06-24,Education,0.0
2024-06-25,food & Dining,408.55
2024-06-25,Travel & Transportation,94.72
2024-06-25,Bills & Utilities,512.32
2024-06-25,Entertainment,188.6
2024-06-25,shopping,0.0
2024-06-25,health & Medical,0.0
2024-06-25,Education,0.0
2024-06-26,food & Dining,189.61
2024-06-26,Travel & Transportation,87.12
2024-06-26,Bills & Utilities,430.76
2024-06-26,Entertainment,0.0
2024-06-26,shopping,0.0
2024-06-26,health & Medical,0.0
2024-06-26,Education,0.0
2024-06-27,food & Dining,284.54
2024-06-27,Travel & Transportation,77.44
2024-06-27,Bills & Utilities,531.92
2024-06-27,Entertainment,0.0
2024-06-27,shopping,0.0
2024-06-27,health & Medical,0.0
2024-06-27,Education,0.0
2024-06-28,food & Dining,313.43
2024-06-28,Travel & Transportation,132.28
2024-06-28,Bills & Utilities,502.13
2024-06-28,Entertainment,283.08
2024-06-28,shopping,0.0
2024-06-28,health & Medical,0.0
2024-06-28,Education,0.0
2024-06-29,food & Dining,313.36
2024-06-29,Travel & Transportation,115.26
2024-06-29,Bills & Utilities,341.88
2024-06-29,Entertainment,212.65
2024-06-29,shopping,211.59
2024-06-29,health & Medical,0.0
2024-06-29,Education,0.0
2024-06-30,food & Dining,189.54
2024-06-30,Travel & Transportation,93.67
2024-06-30,Bills & Utilities,401.28
2024-06-30,Entertainment,0.0
2024-06-30,shopping,0.0
2024-06-30,health & Medical,0.0
2024-06-30,Education,0.0
2024-07-01,food & Dining,295.07
2024-07-01,Travel & Transportation,100.57
2024-07-01,Bills & Utilities,570.82
2024-07-01,Entertainment,0.0
2024-07-01,shopping,0.0
2024-07-01,health & Medical,125.46
2024-07-01,Education,0.0
2024-07-02,food & Dining,262.76
2024-07-02,Travel & Transportation,99.0
2024-07-02,Bills & Utilities,479.19
2024-07-02,Entertainment,0.0
2024-07-02,shopping,0.0
2024-07-02,health & Medical,0.0
2024-07-02,Education,0.0
2024-07-03,food & Dining,348.47
2024-07-03,Travel & Transportation,112.82
2024-07-03,Bills & Utilities,435.38
2024-07-03,Entertainment,0.0
2024-07-03,shopping,124.49
2024-07-03,health & Medical,0.0
2024-07-03,Education,0.0
2024-07-04,food & Dining,324.43
2024-07-04,Travel & Transportation,95.97
2024-07-04,Bills & Utilities,581.08
2024-07-04,Entertainment,0.0
2024-07-04,shopping,60.12
2024-07-04,health & Medical,0.0
2024-07-04,Education,0.0
2024-07-05,food & Dining,244.71
2024-07-05,Travel & Transportation,93.55
2024-07-05,Bills & Utilities,469.2
2024-07-05,Entertainment,0.0
2024-07-05,shopping,203.97
2024-07-05,health & Medical,0.0
2024-07-05,Education,0.0
2024-07-06,food & Dining,264.31
2024-07-06,Travel & Transportation,128.95
2024-07-06,Bills & Utilities,661.56
2024-07-06,Entertainment,63.6
2024-07-06,shopping,0.0
2024-07-06,health & Medical,0.0
2024-07-06,Education,0.0
2024-07-07,food & Dining,327.31
2024-07-07,Travel & Transportation,100.19
2024-07-07,Bills & Utilities,456.36
2024-07-07,Entertainment,0.0
2024-07-07,shopping,0.0
2024-07-07,health & Medical,0.0
2024-07-07,Education,159.81
2024-07-08,food & Dining,282.25
2024-07-08,Travel & Transportation,120.91
2024-07-08,Bills & Utilities,466.62
2024-07-08,Entertainment,232.12
2024-07-08,shopping,0.0
2024-07-08,health & Medical,0.0
2024-07-08,Education,0.0
2024-07-09,food & Dining,240.3
2024-07-09,Travel & Transportation,104.29
2024-07-09,Bills & Utilities,673.25
2024-07-09,Entertainment,306.19
2024-07-09,shopping,0.0
2024-07-09,health & Medical,0.0
2024-07-09,Education,186.93
2024-07-10,food & Dining,256.75
2024-07-10,Travel & Transportation,40.62
2024-07-10,Bills & Utilities,574.79
2024-07-10,Entertainment,0.0
2024-07-10,shopping,219.14
2024-07-10,health & Medical,0.0
2024-07-10,Education,0.0
2024-07-11,food & Dining,355.05
2024-07-11,Travel & Transportation,158.75
2024-07-11,Bills & Utilities,377.05
2024-07-11,Entertainment,0.0
2024-07-11,shopping,0.0
2024-07-11,health & Medical,0.0
2024-07-11,Education,0.0
2024-07-12,food & Dining,388.46
2024-07-12,Travel & Transportation,109.24
2024-07-12,Bills & Utilities,460.84
2024-07-12,Entertainment,0.0
2024-07-12,shopping,172.54
2024-07-12,health & Medical,0.0
2024-07-12,Education,0.0
2024-07-13,food & Dining,211.35
2024-07-13,Travel & Transportation,137.86
2024-07-13,Bills & Utilities,409.43
2024-07-13,Entertainment,104.24
2024-07-13,shopping,0.0
2024-07-13,health & Medical,0.0
2024-07-13,Education,0.0
2024-07-14,food & Dining,283.16
2024-07-14,Travel & Transportation,116.67
2024-07-14,Bills & Utilities,508.96
2024-07-14,Entertainment,136.19
2024-07-14,shopping,0.0
2024-07-14,health & Medical,0.0
2024-07-14,Education,102.98
2024-07-15,food & Dining,299.06
2024-07-15,Travel & Transportation,88.34
2024-07-15,Bills & Utilities,612.41
2024-07-15,Entertainment,0.0
2024-07-15,shopping,0.0
2024-07-15,health & Medical,0.0
2024-07-15,Education,205.28
2024-07-16,food & Dining,265.8
2024-07-16,Travel & Transportation,128.59
2024-07-16,Bills & Utilities,551.31
2024-07-16,Entertainment,200.76
2024-07-16,shopping,0.0
2024-07-16,health & Medical,0.0
2024-07-16,Education,0.0
2024-07-17,food & Dining,317.57
2024-07-17,Travel & Transportation,132.1
2024-07-17,Bills & Utilities,497.35
2024-07-17,Entertainment,0.0
2024-07-17,shopping,0.0
2024-07-17,health & Medical,0.0
2024-07-17,Education,255.34
2024-07-18,food & Dining,293.26
2024-07-18,Travel & Transportation,43.19
2024-07-18,Bills & Utilities,521.33
2024-07-18,Entertainment,150.08
2024-07-18,shopping,134.63
2024-07-18,health & Medical,0.0
2024-07-18,Education,0.0
2024-07-19,food & Dining,341.47
2024-07-19,Travel & Transportation,94.19
2024-07-19,Bills & Utilities,473.55
2024-07-19,Entertainment,0.0
2024-07-19,shopping,206.31
2024-07-19,health & Medical,0.0
2024-07-19,Education,0.0
2024-07-20,food & Dining,316.75
2024-07-20,Travel & Transportation,9.41
2024-07-20,Bills & Utilities,518.38
2024-07-20,Entertainment,0.0
2024-07-20,shopping,299.12
2024-07-20,health & Medical,0.0
2024-07-20,Education,0.0
2024-07-21,food & Dining,353.01
2024-07-21,Travel & Transportation,182.79
2024-07-21,Bills & Utilities,539.24
2024-07-21,Entertainment,0.0
2024-07-21,shopping,0.0
2024-07-21,health & Medical,0.0
2024-07-21,Education,0.0
2024-07-22,food & Dining,300.77
2024-07-22,Travel & Transportation,90.16
2024-07-22,Bills & Utilities,515.52
2024-07-22,Entertainment,0.0
2024-07-22,shopping,0.0
2024-07-22,health & Medical,0.0
2024-07-22,Education,0.0
2024-07-23,food & Dining,313.13
2024-07-23,Travel & Transportation,105.81
2024-07-23,Bills & Utilities,585.09
2024-07-23,Entertainment,0.0
2024-07-23,shopping,0.0
2024-07-23,health & Medical,0.0
2024-07-23,Education,0.0
2024-07-24,food & Dining,259.18
2024-07-24,Travel & Transportation,102.66
2024-07-24,Bills & Utilities,519.73
2024-07-24,Entertainment,106.76
2024-07-24,shopping,174.71
2024-07-24,health & Medical,94.42
2024-07-24,Education,0.0
2024-07-25,food & Dining,227.81
2024-07-25,Travel & Transportation,31.11
2024-07-25,Bills & Utilities,444.95
2024-07-25,Entertainment,0.0
2024-07-25,shopping,298.81
2024-07-25,health & Medical,0.0
2024-07-25,Education,0.0
2024-07-26,food & Dining,405.19
2024-07-26,Travel & Transportation,120.11
2024-07-26,Bills & Utilities,392.81
2024-07-26,Entertainment,0.0
2024-07-26,shopping,265.43
2024-07-26,health & Medical,0.0
2024-07-26,Education,0.0
2024-07-27,food & Dining,254.97
2024-07-27,Travel & Transportation,119.15
2024-07-27,Bills & Utilities,467.14
2024-07-27,Entertainment,0.0
2024-07-27,shopping,60.49
2024-07-27,health & Medical,0.0
2024-07-27,Education,0.0
2024-07-28,food & Dining,243.31
2024-07-28,Travel & Transportation,93.14
2024-07-28,Bills & Utilities,400.57
2024-07-28,Entertainment,0.0
2024-07-28,shopping,0.0
2024-07-28,health & Medical,99.23
2024-07-28,Education,0.0
2024-07-29,food & Dining,240.96
2024-07-29,Travel & Transportation,133.43
2024-07-29,Bills & Utilities,571.54
2024-07-29,Entertainment,0.0
2024-07-29,shopping,0.0
2024-07-29,health & Medical,0.0
2024-07-29,Education,0.0
2024-07-30,food & Dining,262.89
2024-07-30,Travel & Transportation,62.83
2024-07-30,Bills & Utilities,353.25
2024-07-30,Entertainment,161.53
2024-07-30,shopping,0.0
2024-07-30,health & Medical,0.0
2024-07-30,Education,0.0
2024-07-31,food & Dining,219.95
2024-07-31,Travel & Transportation,75.15
2024-07-31,Bills & Utilities,489.67
2024-07-31,Entertainment,34.98
2024-07-31,shopping,144.4
2024-07-31,health & Medical,98.35
2024-07-31,Education,0.0
2024-08-01,food & Dining,302.58
2024-08-01,Travel & Transportation,62.2
2024-08-01,Bills & Utilities,438.36
2024-08-01,Entertainment,0.0
2024-08-01,shopping,174.58
2024-08-01,health & Medical,0.0
2024-08-01,Education,0.0
2024-08-02,food & Dining,379.03
2024-08-02,Travel & Transportation,69.55
2024-08-02,Bills & Utilities,418.91
2024-08-02,Entertainment,61.97
2024-08-02,shopping,178.96
2024-08-02,health & Medical,0.0
2024-08-02,Education,195.55
2024-08-03,food & Dining,292.21
2024-08-03,Travel & Transportation,51.77
2024-08-03,Bills & Utilities,518.47
2024-08-03,Entertainment,0.0
2024-08-03,shopping,0.0
2024-08-03,health & Medical,0.0
2024-08-03,Education,0.0
2024-08-04,food & Dining,228.8
2024-08-04,Travel & Transportation,92.0
2024-08-04,Bills & Utilities,457.08
2024-08-04,Entertainment,191.2
2024-08-04,shopping,0.0
2024-08-04,health & Medical,0.0
2024-08-04,Education,0.0
2024-08-05,food & Dining,307.85
2024-08-05,Travel & Transportation,112.78
2024-08-05,Bills & Utilities,501.91
2024-08-05,Entertainment,0.0
2024-08-05,shopping,239.03
2024-08-05,health & Medical,0.0
2024-08-05,Education,0.0
2024-08-06,food & Dining,374.21
2024-08-06,Travel & Transportation,110.67
2024-08-06,Bills & Utilities,468.69
2024-08-06,Entertainment,0.0
2024-08-06,shopping,0.0
2024-08-06,health & Medical,0.0
2024-08-06,Education,0.0
2024-08-07,food & Dining,245.79
2024-08-07,Travel & Transportation,85.9
2024-08-07,Bills & Utilities,526.59
2024-08-07,Entertainment,0.0
2024-08-07,shopping,194.71
2024-08-07,health & Medical,0.0
2024-08-07,Education,217.62
2024-08-08,food & Dining,267.53
2024-08-08,Travel & Transportation,139.64
2024-08-08,Bills & Utilities,641.96
2024-08-08,Entertainment,107.97
2024-08-08,shopping,0.0
2024-08-08,health & Medical,0.0
2024-08-08,Education,0.0
2024-08-09,food & Dining,221.02
2024-08-09,Travel & Transportation,63.66
2024-08-09,Bills & Utilities,573.08
2024-08-09,Entertainment,0.0
2024-08-09,shopping,0.0
2024-08-09,health & Medical,83.72
2024-08-09,Education,0.0
2024-08-10,food & Dining,398.82
2024-08-10,Travel & Transportation,53.07
2024-08-10,Bills & Utilities,661.72
2024-08-10,Entertainment,0.0
2024-08-10,shopping,262.34
2024-08-10,health & Medical,88.38
2024-08-10,Education,0.0
2024-08-11,food & Dining,279.73
2024-08-11,Travel & Transportation,56.46
2024-08-11,Bills & Utilities,498.79
2024-08-11,Entertainment,0.0
2024-08-11,shopping,229.09
2024-08-11,health & Medical,0.0
2024-08-11,Education,0.0
2024-08-12,food & Dining,361.79
2024-08-12,Travel & Transportation,67.87
2024-08-12,Bills & Utilities,568.02
2024-08-12,Entertainment,0.0
2024-08-12,shopping,0.0
2024-08-12,health & Medical,0.0
2024-08-12,Education,0.0
2024-08-13,food & Dining,172.08
2024-08-13,Travel & Transportation,67.38
2024-08-13,Bills & Utilities,391.42
2024-08-13,Entertainment,197.56
2024-08-13,shopping,108.1
2024-08-13,health & Medical,0.0
2024-08-13,Education,0.0
2024-08-14,food & Dining,276.78
2024-08-14,Travel & Transportation,113.86
2024-08-14,Bills & Utilities,578.34
2024-08-14,Entertainment,132.39
2024-08-14,shopping,316.78
2024-08-14,health & Medical,0.0
2024-08-14,Education,0.0
2024-08-15,food & Dining,319.16
2024-08-15,Travel & Transportation,112.55
2024-08-15,Bills & Utilities,640.16
2024-08-15,Entertainment,0.0
2024-08-15,shopping,79.75
2024-08-15,health & Medical,0.0
2024-08-15,Education,0.0
2024-08-16,food & Dining,330.34
2024-08-16,Travel & Transportation,94.5
2024-08-16,Bills & Utilities,553.45
2024-08-16,Entertainment,212.14
2024-08-16,shopping,265.29
2024-08-16,health & Medical,0.0
2024-08-16,Education,0.0
2024-08-17,food & Dining,333.83
2024-08-17,Travel & Transportation,83.25
2024-08-17,Bills & Utilities,389.98
2024-08-17,Entertainment,180.77
2024-08-17,shopping,0.0
2024-08-17,health & Medical,0.0
2024-08-17,Education,0.0
2024-08-18,food & Dining,334.78
2024-08-18,Travel & Transportation,125.47
2024-08-18,Bills & Utilities,470.6
2024-08-18,Entertainment,144.99
2024-08-18,shopping,0.0
2024-08-18,health & Medical,0.0
2024-08-18,Education,259.66
2024-08-19,food & Dining,365.98
2024-08-19,Travel & Transportation,100.21
2024-08-19,Bills & Utilities,433.97
2024-08-19,Entertainment,0.0
2024-08-19,shopping,233.68
2024-08-19,health & Medical,0.0
2024-08-19,Education,0.0
2024-08-20,food & Dining,276.06
2024-08-20,Travel & Transportation,74.12
2024-08-20,Bills & Utilities,569.35
2024-08-20,Entertainment,0.0
2024-08-20,shopping,148.05
2024-08-20,health & Medical,0.0
2024-08-20,Education,0.0
